address.administrative_area,address.country,address.locality,address.postal_code,address.street,field_office.address.administrative_area,field_office.address.country,field_office.address.locality,field_office.address.postal_code,field_office.address.street,field_office.aor,field_office.email,field_office.field_office,field_office.id,field_office.name,field_office.phone,facility_type.id,facility_type.description,facility_type.expanded_name,inspection.last_type,inspection.last_date,inspection.last_rating,image_url,osm.latitude,osm.longitude,osm.url,name,page_updated_date,phone,population.avg_stay_length,population.female.allowed,population.female.criminal,population.female.non_criminal,population.male.allowed,population.male.criminal,population.male.non_criminal,population.housing.mandatory,population.housing.guaranteed_min,population.ice_threat_level.level_1,population.ice_threat_level.level_2,population.ice_threat_level.level_3,population.ice_threat_level.none,population.security_threat.low,population.security_threat.medium_low,population.security_threat.medium_high,population.security_threat.high,population.total,vera_id,wikipedia.page_url,wikidata.page_url
MO,United States,Gainesville,65655,1818 County Road 806,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,(872) 351-3990,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement, , , ,https://www.ice.gov/sites/default/files/2025-10/detFacOzarkCo.jpg,0,0,"",OZARK COUNTY SHERIFF'S OFFICE,2025-10-08T05:14:46.000000+0000,"",15,false,1,0,true,7,8,11, ,2,2,0,13,5,1,6,4,16,"","",""
SD,United States,Rapid City,57701,307 Saint Joseph St,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,(612) 843-8600,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Operational Review Self-Assessment,2022-01-20 00:00:00,Pass,https://www.ice.gov/assets/pages/detention/facilities/pennington.jpg,0,0,"",PENNINGTON COUNTY JAIL,2025-02-10T13:50:29.000000+0000,"",9,true,0,0,true,0,2,2, ,0,0,0,3,2,0,0,0,2,"","",""
MO,United States,Rolla,65401,301 W 2nd,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,(872) 351-3990,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,https://www.ice.gov/sites/default/files/images/detFacPhelps.png,0,0,"",Phelps County Jail,2025-08-26T12:36:22.000000+0000,"",45,true,1,0,true,3,12,7, ,1,1,2,12,5,3,5,3,16,"","",""
NE,United States,Holdrege,68949,715 5th Avenue,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,(612) 843-8600,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2025-02-06 00:00:00,Pass,https://www.ice.gov/assets/pages/detention/facilities/phelpsCoJail.jpg,0,0,"",PHELPS COUNTY JAIL,2025-02-10T13:50:51.000000+0000,"",85,true,1,2,true,18,9,18, ,5,4,5,16,7,5,11,5,30,"","",""
AL,"",CARROLLTON,35447,188 CEMETERY ST,LA,United States,St. Rose,70087,181 James Drive W,"Alabama, Arkansas, Louisiana, Mississippi, Tennessee",NewOrleans.Outreach@ice.dhs.gov,New Orleans Field Office,NOL,St. Rose - ERO,(504) 599-7800,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,Office of Detention Oversight,,Pass,"",0,0,"",PICKENS COUNTY DETENTION CENTER,,"",4,true,1,2,true,5,27,13, ,0,0,0,34,23,6,4,2,35,"","",""
PA,United States,Lords Valley,18428,175 PIKE COUNTY BOULEVARD,PA,United States,Philadelphia,19107,114 North 8th Street,"Delaware, Pennsylvania, West Virginia",Philadelphia.Outreach@ice.dhs.gov,Philadelphia Field Office,PHI,Philadelphia - ERO,(215) 656-7164,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,Office of Detention Oversight,2025-02-27 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/pikcopa.jpg,0,0,"",PIKE COUNTY JAIL,2025-11-20T09:21:50.000000+0000,"",104,false,0,0,true,77,162,111,100,23,18,25,174,135,57,30,17,239,"","",""
LA,United States,Pine Prairie,70576,1133 Hampton Dupre Road,LA,United States,St. Rose,70087,181 James Drive W,"Alabama, Arkansas, Louisiana, Mississippi, Tennessee",NewOrleans.Outreach@ice.dhs.gov,New Orleans Field Office,NOL,St. Rose - ERO,(504) 599-7800,DIGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts to use all bed space via a Dedicated Intergovernmental Service Agreement; or facilities used by ICE pursuant to Intergovernmental Service Agreements, which house only ICE detainees – typically these are operated by private contractors pursuant to their agreements with local governments.",Dedicated Intergovernmental Service Agreement,Office of Detention Oversight,2025-04-10 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/pineprairie.jpg,0,0,"",PINE PRAIRIE ICE PROCESSING CENTER,2025-02-24T10:01:38.000000+0000,"",25,false,0,0,true,261,657,661, ,113,58,85,663,510,141,155,112,918,"","",""
FL,"",CLEARWATER,33762,14400 49TH STREET NORTH,FL,United States,Miramar,33027,2805 SW 145th Ave,"Florida, Puerto Rico, U.S. Virgin Islands",Miami.Outreach@ice.dhs.gov,Miramar Sub Office,MIA,Miramar - ERO,(954) 843-5800,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,,Pass,"",0,0,"",PINELLAS COUNTY JAIL,,"",2,true,1,9,true,7,25,14, ,0,0,0,41,24,9,7,3,42,"","",""
WY,"",WHEATLAND,82201,850 MAPLE STREET,CO,United States,Centennial,80111,12445 E. Caley Avenue,"Colorado, Wyoming",Denver.Outreach@ice.dhs.gov,Denver Field Office,DEN,Centennial - ERO,(720) 873-2899,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,OASIP,2025-06-12 00:00:00,Pass,"",0,0,"",PLATTE COUNTY JAIL,,"",2,true,0,0,true,1,3,1, ,0,0,0,3,1,2,1,0,4,"","",""
MA,United States,Plymouth,02360,26 Long Pond Road,MA,United States,Burlington,01803,1000 District Avenue,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont",Boston.Outreach@ice.dhs.gov,Boston Field Office,BOS,Burlington - ERO,(781) 359-7500,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,Office of Detention Oversight,2024-11-21 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/plymoma.jpg,0,0,"",PLYMOUTH COUNTY CORRECTIONAL FACILITY,2025-02-10T14:11:52.000000+0000,"",34,false,0,2,true,146,361,229, ,67,34,21,387,210,30,152,117,509,"","",""
FL,"",BARTOW,33830,2390 BOB PHILIPS ROAD,FL,United States,Miramar,33027,2805 SW 145th Ave,"Florida, Puerto Rico, U.S. Virgin Islands",Miami.Outreach@ice.dhs.gov,Miramar Sub Office,MIA,Miramar - ERO,(954) 843-5800,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement, , , ,"",0,0,"",POLK COUNTY JAIL,,"",1,true,0,0,true,0,1,0, ,0,0,0,1,0,1,0,0,1,"","",""
IA,United States,Des Moines,50313,1985 NE 51st Place,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,(612) 843-8600,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2025-02-06 00:00:00,Fail,https://www.ice.gov/assets/pages/detention/facilities/polkCountyJail.jpg,0,0,"",POLK COUNTY JAIL,2025-02-10T13:52:01.000000+0000,"",51,true,1,3,true,27,20,28, ,5,7,8,32,19,19,9,5,51,"","",""
TX,United States,Los Fresnos,78566,27991 BUENA VISTA BOULEVARD,TX,United States,Harlingen,78552,1717 Zoy Street,South Texas,Harlingen.Outreach@ice.dhs.gov,Harlingen Field Office,HLG,Harlingen - ERO,(956) 389-7884,SPC,A facility owned by the government and staffed by a combination of federal and contract employees.,Service Processing Center,Office of Detention Oversight,2025-03-27 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/pic.jpg,0,0,"",PORT ISABEL SPC,2025-09-23T07:28:02.000000+0000,"",19,true,1,6,true,101,911,449,650,19,23,57,920,951,44,15,9,1019,"","",""
IA,United States,Council Bluffs,51501,1400 Big Lake Road,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,(612) 843-8600,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2024-10-24 00:00:00,Pass,https://www.ice.gov/assets/pages/detention/facilities/pottawattamieCoJail.jpg,0,0,"",POTTAWATTAMIE COUNTY JAIL,2025-02-27T08:36:08.000000+0000,"",51,true,1,2,true,24,10,29, ,11,3,3,20,7,5,8,18,37,"","",""
TX,United States,Alvarado,76009,1209 Sunflower Ln,TX,United States,Dallas,75247,8101 N. Stemmons Frwy,"North Texas, Oklahoma",Dallas.Outreach@ice.dhs.gov,Dallas Field Office,DAL,Dallas - ERO,(972) 367-2200,DIGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts to use all bed space via a Dedicated Intergovernmental Service Agreement; or facilities used by ICE pursuant to Intergovernmental Service Agreements, which house only ICE detainees – typically these are operated by private contractors pursuant to their agreements with local governments.",Dedicated Intergovernmental Service Agreement,Office of Detention Oversight,2024-12-19 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/pdcDetentionFacility.jpg,0,0,"",PRAIRIELAND DETENTION CENTER,2025-09-26T06:21:27.000000+0000,"",26,true,32,99,true,162,661,492,525,70,25,38,822,619,115,164,56,954,"","",""
TN,"",COOKEVILLE,38501,421 E SPRING ST,LA,United States,St. Rose,70087,181 James Drive W,"Alabama, Arkansas, Louisiana, Mississippi, Tennessee",NewOrleans.Outreach@ice.dhs.gov,New Orleans Field Office,NOL,St. Rose - ERO,(504) 599-7800,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",0,0,"",PUTNAM COUNTY SHERIFF,,"",3,false,0,0,true,6,15,10, ,0,0,0,20,11,5,3,1,21,"","",""
VA,"",STAFFORD,22554,1745 JEFFERSON DAVIS HIGHWAY,VA,United States,Chantilly,20598-5216,14797 Murdock Street Mail Stop 5216,District of Columbia and Virginia,Washington.Outreach@ice.dhs.gov,Washington Field Office,WAS,Chantilly - ERO,(703) 633-2100,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",0,0,"",RAPPAHANNOCK REGIONAL JAIL,,"",1,true,0,0,true,0,0,0, ,0,0,0,1,1,0,0,0,0,"","",""
LA,United States,Monroe,71202,180 Pine Bayou Circle,LA,United States,St. Rose,70087,181 James Drive W,"Alabama, Arkansas, Louisiana, Mississippi, Tennessee",NewOrleans.Outreach@ice.dhs.gov,New Orleans Field Office,NOL,St. Rose - ERO,(504) 599-7800,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,Office of Detention Oversight,2024-11-07 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/richwood.jpg,0,0,"",RICHWOOD CORRECTIONAL CENTER,2025-02-10T10:39:44.000000+0000,"",53,true,50,691,true,80,274,695,677,49,29,53,963,878,130,51,34,1095,"","",""
TX,United States,Laredo,78046,1001 San Rio Boulevard,TX,United States,Harlingen,78552,1717 Zoy Street,South Texas,Harlingen.Outreach@ice.dhs.gov,Harlingen Field Office,HLG,Harlingen - ERO,(956) 389-7884,USMS CDF,Name derived from listing at https://www.vera.org/ice-detention-trends,United States Marshals Service Contract Detention Facility,Office of Detention Oversight,2025-01-09 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/sa-rg.jpg,0,0,"",RIO GRANDE DETENTION CENTER,2025-02-10T14:18:07.000000+0000,"",88,false,0,0,true,56,530,272,275,3,18,41,523,536,49,1,0,586,"","",""
LA,United States,Ferriday,71334,26362 Highway 15,LA,United States,St. Rose,70087,181 James Drive W,"Alabama, Arkansas, Louisiana, Mississippi, Tennessee",NewOrleans.Outreach@ice.dhs.gov,New Orleans Field Office,NOL,St. Rose - ERO,(504) 599-7800,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,Office of Detention Oversight,2024-11-21 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/riverCC_1.jpg,0,0,"",RIVER CORRECTIONAL CENTER,2025-02-10T10:40:12.000000+0000,"",159,false,0,1,true,58,540,333,361,7,16,37,539,490,84,23,4,599,"","",""
VA,"",HOPEWELL,23860,1000 RIVER ROAD,VA,United States,Chantilly,20598-5216,14797 Murdock Street Mail Stop 5216,District of Columbia and Virginia,Washington.Outreach@ice.dhs.gov,Washington Field Office,WAS,Chantilly - ERO,(703) 633-2100,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",0,0,"",RIVERSIDE REGIONAL JAIL,,"",4,true,0,1,true,13,77,39, ,0,0,0,90,32,50,5,3,91,"","",""
VA,"",ROANOKE,24016,340 CAMPBELL AVENUE SOUTHWEST,VA,United States,Chantilly,20598-5216,14797 Murdock Street Mail Stop 5216,District of Columbia and Virginia,Washington.Outreach@ice.dhs.gov,Washington Field Office,WAS,Chantilly - ERO,(703) 633-2100,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",0,0,"",ROANOKE CITY JAIL,,"",2,true,0,0,true,0,1,0, ,0,0,0,2,1,0,0,0,1,"","",""
GA,"",LOVEJOY,30250,11866 Hastings Bridge Road,GA,United States,Atlanta,30303,180 Ted Turner Dr. SW Suite 522,"Georgia, North Carolina, South Carolina",Atlanta.Outreach@ice.dhs.gov,Atlanta Field Office,ATL,Atlanta - ERO,(404) 893-1290,USMS CDF,Name derived from listing at https://www.vera.org/ice-detention-trends,United States Marshals Service Contract Detention Facility,Office of Detention Oversight,,Pass,"",0,0,"",ROBERT A DEYTON DETENTION FACILITY,,"",3,true,0,0,true,3,6,3, ,0,0,0,9,3,4,1,1,9,"","",""
VA,"",HARRISONBURG,22801,25 SOUTH LIBERTY STREET,VA,United States,Chantilly,20598-5216,14797 Murdock Street Mail Stop 5216,District of Columbia and Virginia,Washington.Outreach@ice.dhs.gov,Washington Field Office,WAS,Chantilly - ERO,(703) 633-2100,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",0,0,"",ROCKINGHAM COUNTY JAIL,,"",2,true,0,0,true,0,1,1, ,0,0,0,2,1,0,1,0,1,"","",""
MP,United States,"Susupe, Saipan",96950,Vicente T Seman Bldg Civic Center,CA,United States,San Francisco,94111,630 Sansome Street Rm 590,"Northern California, Hawaii, Guam, Saipan",SanFrancisco.Outreach@ice.dhs.gov,San Francisco Field Office,SFR,San Francisco - ERO,(415) 365-8800,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Operational Review Self-Assessment,2025-04-11 00:00:00,Pass,https://www.ice.gov/assets/pages/detention/facilities/cnmi.png,0,0,"",SAIPAN DEPARTMENT OF CORRECTIONS (SUSUPE),2025-07-24T10:02:46.000000+0000,"",34,true,1,2,true,4,15,15, ,5,1,0,16,4,13,5,0,22,"","",""
CA,"",SAN DIEGO,92101,US INS DETENTION & DEPORTATION,CA,United States,San Diego,92101,880 Front Street #2242,San Diego and Imperial County,SanDiego.Outreach@ice.dhs.gov,San Diego Field Office,SND,San Diego - ERO,(619) 436-0410,STAGING,,, , , ,"",0,0,"",SAN DIEGO DISTRICT STAGING,,"",1,true,0,2,true,5,8,9, ,1,1,1,13,7,8,1,0,15,"","",""
PR,"",GUAYNABO,00965,651 FEDERAL DRIVE SUITE 104,FL,United States,Miramar,33027,2805 SW 145th Ave,"Florida, Puerto Rico, U.S. Virgin Islands",Miami.Outreach@ice.dhs.gov,Miramar Sub Office,MIA,Miramar - ERO,(954) 843-5800,STAGING,,, , , ,"",0,0,"",SAN JUAN STAGING,,"",4,true,0,2,true,2,20,14,100,0,0,0,25,16,5,2,1,24,"","",""
AZ,United States,San Luis,85349,406 North Avenue D,CA,United States,San Diego,92101,880 Front Street #2242,San Diego and Imperial County,SanDiego.Outreach@ice.dhs.gov,San Diego Field Office,SND,San Diego - ERO,(619) 436-0410,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,Office of Detention Oversight,2024-04-25 00:00:00,Pass,https://www.ice.gov/assets/pages/detention/facilities/sanLuisDetCntr.jpg,0,0,"",SAN LUIS REGIONAL DETENTION CENTER,2025-02-10T13:54:02.000000+0000,"",34,true,3,64,true,76,229,183,100,44,11,14,304,268,41,27,36,372,"","",""
NE,"",PAPILLION,68046,1208 GOLDEN GATE DRIVE,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,(612) 843-8600,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",0,0,"",SARPY COUNTY JAIL,,"",46,true,1,1,true,13,6,12, ,4,2,2,13,3,6,6,6,21,"","",""
WI,"",BARABOO,53913,1300 LANGE CT,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,(872) 351-3990,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",0,0,"",SAUK COUNTY SHERIFF,,"",9,true,0,0,true,4,13,6, ,0,1,1,16,7,1,7,3,17,"","",""
IA,"",DAVENPORT,52801,416 W 4TH ST,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,(872) 351-3990,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",0,0,"",SCOTT COUNTY DET. FACILITY,,"",1,true,0,0,true,1,0,1, ,0,0,0,1,0,0,0,1,1,"","",""
AR,"",FORT SMITH,72901,801 SOUTH A STREET,LA,United States,St. Rose,70087,181 James Drive W,"Alabama, Arkansas, Louisiana, Mississippi, Tennessee",NewOrleans.Outreach@ice.dhs.gov,New Orleans Field Office,NOL,St. Rose - ERO,(504) 599-7800,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2025-06-12 00:00:00,Pass,"",0,0,"",SEBASTIAN COUNTY DETENTION CENTER,,"",2,true,0,0,true,1,2,2, ,0,0,0,3,2,0,0,0,3,"","",""
OH,United States,Tiffin,44883,3040 SOUTH STATE HIGHWAY 100,MI,United States,Detroit,48226,985 Michigan Avenue Suite 207,"Michigan, Ohio",Detroit.Outreach@ice.dhs.gov,Detroit Field Office,DET,Detroit - ERO,(313) 771-6601,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,Office of Detention Oversight,2024-10-31 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/senecoh_0.jpg,0,0,"",SENECA COUNTY JAIL,2025-10-01T07:27:52.000000+0000,"",59,true,0,4,true,15,43,30, ,0,1,8,54,38,12,9,4,62,"","",""
MN,United States,Elk River,55330,13880 Business Center Drive,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,(612) 843-8600,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2024-05-02 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/sherbmn.jpg,0,0,"",SHERBURNE COUNTY JAIL,2025-02-10T13:57:31.000000+0000,"",31,false,4,2,true,35,58,66, ,14,6,7,72,25,23,38,13,99,"","",""
IA,"",ORANGE CITY,51041,4363 IRONWOOD AVENUE,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,(612) 843-8600,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",0,0,"",SIOUX COUNTY JAIL,,"",14,true,0,0,true,6,3,7, ,0,1,1,7,3,1,1,4,9,"","",""
WV,"",CHARLESTON,25309,1001 CENTER WAY,PA,United States,Philadelphia,19107,114 North 8th Street,"Delaware, Pennsylvania, West Virginia",Philadelphia.Outreach@ice.dhs.gov,Philadelphia Field Office,PHI,Philadelphia - ERO,(215) 656-7164,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,Office of Detention Oversight,2024-09-26 00:00:00,Pass,"",0,0,"",SOUTH CENTRAL REGIONAL JAIL,,"",14,false,0,1,true,5,13,7, ,1,1,1,17,3,10,5,2,19,"","",""
LA,United States,Basile,70515,3843 Stagg Avenue,LA,United States,St. Rose,70087,181 James Drive W,"Alabama, Arkansas, Louisiana, Mississippi, Tennessee",NewOrleans.Outreach@ice.dhs.gov,New Orleans Field Office,NOL,St. Rose - ERO,(504) 599-7800,DIGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts to use all bed space via a Dedicated Intergovernmental Service Agreement; or facilities used by ICE pursuant to Intergovernmental Service Agreements, which house only ICE detainees – typically these are operated by private contractors pursuant to their agreements with local governments.",Dedicated Intergovernmental Service Agreement,Office of Detention Oversight,2025-03-06 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/southLouisianaIPC.jpg,0,0,"",SOUTH LOUISIANA ICE PROCESSING CENTER,2025-02-10T13:57:54.000000+0000,"",21,true,153,812,true,7,11,551,700,79,35,45,824,605,127,200,51,983,"","",""
TX,United States,Pearsall,78061,566 Veterans Drive,TX,United States,San Antonio,78217,1777 NE Loop 410 Floor 15,Central Texas,SanAntonio.Outreach@ice.dhs.gov,San Antonio Field Office,SNA,San Antonio - ERO,(210) 283-4750,CDF,Name derived from listing at https://www.vera.org/ice-detention-trends,Contract Detention Facility,Office of Detention Oversight,2025-02-06 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/stcdftx.jpg,0,0,"",SOUTH TEXAS ICE PROCESSING CENTER,2025-07-25T10:09:07.000000+0000,"",71,true,54,109,true,549,1043,1037,1350,169,101,342,1143,965,343,300,148,1755,"","",""
MI,United States,Port Huron,48060,1170 Michigan Road,MI,United States,Detroit,48226,985 Michigan Avenue Suite 207,"Michigan, Ohio",Detroit.Outreach@ice.dhs.gov,Detroit Field Office,DET,Detroit - ERO,(313) 771-6601,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,Office of Detention Oversight,2024-04-04 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/dfStClair.jpg,0,0,"",ST. CLAIR COUNTY JAIL,2025-03-24T10:27:37.000000+0000,"",67,false,0,0,true,10,29,24, ,3,1,4,32,28,7,2,3,39,"","",""
